PLAYER_NAME,year,totalPts,totalPf,totalTo,totalBlk,totalStl,totalAst,totalReb,totalDreb,totalOreb,totalFta,totalFtm,totalFg3a,totalFg3m,totalFga,totalFgm,totalGames,totalEfficiency,injury_name,status,count,player_position,team_abbreviation,age,player_height,player_weight
Kemba Walker,2015,1177.0,91.0,128.0,35.0,100.0,314.0,238.0,200.0,38.0,317.0,263.0,289.0,94.0,996.0,410.0,67.0,7.0,sore left knee,DTD,2,PG,CHA,26.0,185.42,83.46093
Kemba Walker,2016,2074.0,130.0,199.0,31.0,132.0,490.0,402.0,343.0,59.0,488.0,415.0,637.0,243.0,1658.0,708.0,96.0,275.0,sore left knee,out for season,2,PG,CHA,27.0,185.42,83.46093
Kemba Walker,2017,1879.0,120.0,180.0,26.0,86.0,469.0,309.0,265.0,44.0,417.0,354.0,647.0,243.0,1507.0,641.0,85.0,142.0,sore left shoulder,DTD,2,PG,CHA,28.0,185.42,83.46093
Kemba Walker,2019,1871.0,120.0,194.0,34.0,83.0,427.0,324.0,263.0,61.0,390.0,337.0,683.0,252.0,1496.0,641.0,78.0,177.0,sprained neck,DTD,8,PG,BOS,30.0,182.88,83.46093
Kendall Marshall,2012,19.0,8.0,13.0,0.0,3.0,19.0,10.0,8.0,2.0,2.0,2.0,11.0,3.0,23.0,7.0,12.0,-23.0,ankle injury,DNP,1,PG,PHX,21.0,193.04,88.45044
Kendall Marshall,2014,522.0,108.0,182.0,4.0,67.0,556.0,178.0,162.0,16.0,46.0,28.0,223.0,86.0,508.0,204.0,77.0,-146.0,torn ACL in right knee,out for season,3,PG,MIL,23.0,193.04,90.7184
Kendall Marshall,2015,61.0,10.0,26.0,0.0,8.0,53.0,18.0,16.0,2.0,9.0,7.0,20.0,6.0,54.0,24.0,14.0,-29.0,right knee injury,out indefinitely,4,PG,PHI,24.0,193.04,90.7184
Kendrick Nunn,2019,597.0,88.0,69.0,7.0,36.0,135.0,100.0,90.0,10.0,58.0,45.0,220.0,80.0,520.0,236.0,38.0,110.0,left Achilles injury,DTD,3,G,MIA,24.0,187.96,86.18248
Kendrick Perkins,2011,299.0,171.0,98.0,46.0,16.0,42.0,379.0,270.0,109.0,132.0,79.0,0.0,0.0,219.0,110.0,53.0,65.0,bruised right knee,DNP,3,C,OKC,27.0,208.28,122.46984
Kendrick Perkins,2013,305.0,282.0,136.0,74.0,49.0,113.0,470.0,355.0,115.0,70.0,43.0,2.0,0.0,308.0,131.0,90.0,315.0,strained groin,DTD,2,C,OKC,29.0,208.28,122.46984
Kendrick Perkins,2014,322.0,239.0,126.0,46.0,26.0,71.0,477.0,332.0,145.0,109.0,62.0,1.0,0.0,290.0,130.0,84.0,6.0,left knee injury,DTD,1,C,CLE,30.0,208.28,122.46984
Kendrick Perkins,2015,174.0,109.0,63.0,26.0,11.0,33.0,194.0,147.0,47.0,48.0,24.0,2.0,0.0,151.0,75.0,59.0,-18.0,strained right pectoral muscle,DTD,2,C,NOP,31.0,208.28,122.46984
Kenneth Faried,2012,1007.0,253.0,127.0,84.0,77.0,67.0,787.0,474.0,313.0,324.0,203.0,1.0,0.0,723.0,402.0,91.0,43.0,sprained left ankle,DNP,2,PF,DEN,23.0,203.2,103.418976
Kenneth Faried,2013,885.0,221.0,109.0,80.0,72.0,76.0,693.0,456.0,237.0,238.0,153.0,4.0,0.0,663.0,366.0,85.0,150.0,sprained left ankle,DNP,2,PF,DEN,24.0,203.2,103.418976
Kenneth Faried,2014,1234.0,227.0,170.0,64.0,78.0,119.0,730.0,475.0,255.0,353.0,239.0,3.0,1.0,934.0,497.0,87.0,-162.0,strained lower back,DTD,6,PF,DEN,25.0,203.2,103.418976
Kenneth Faried,2015,1031.0,230.0,123.0,83.0,62.0,85.0,736.0,472.0,264.0,325.0,207.0,6.0,0.0,793.0,412.0,81.0,-122.0,sprained left ankle,DTD,6,PF,DEN,26.0,203.2,103.418976
Kenneth Faried,2018,75.0,19.0,9.0,3.0,5.0,3.0,53.0,31.0,22.0,22.0,13.0,2.0,0.0,64.0,31.0,18.0,-27.0,illness,DTD,5,PF,HOU,29.0,203.2,99.79024
Kenrich Williams,2019,417.0,178.0,60.0,43.0,73.0,140.0,406.0,297.0,109.0,43.0,22.0,254.0,79.0,417.0,158.0,73.0,-83.0,sprained left ankle,DTD,3,G-F,NOP,25.0,198.12,95.25432
Kent Bazemore,2013,224.0,76.0,50.0,8.0,26.0,43.0,66.0,56.0,10.0,86.0,48.0,73.0,24.0,205.0,76.0,89.0,-134.0,right foot injury,out indefinitely,7,SG,LAL,24.0,195.58,91.17199
Kent Bazemore,2015,832.0,199.0,124.0,51.0,102.0,149.0,378.0,352.0,26.0,196.0,140.0,262.0,98.0,652.0,297.0,100.0,-108.0,sprained ankle,DTD,4,SG,ATL,26.0,195.58,91.17199
Kent Bazemore,2017,1025.0,199.0,186.0,59.0,123.0,265.0,334.0,285.0,49.0,230.0,174.0,334.0,129.0,846.0,361.0,88.0,-71.0,rest,DTD,3,SG,ATL,28.0,195.58,91.17199
Kent Bazemore,2018,939.0,165.0,150.0,59.0,100.0,194.0,237.0,205.0,32.0,214.0,163.0,314.0,114.0,750.0,331.0,69.0,-292.0,sprained right ankle,out indefinitely,3,SG,ATL,29.0,195.58,91.17199
Kent Bazemore,2019,595.0,184.0,106.0,35.0,72.0,114.0,267.0,240.0,27.0,125.0,91.0,277.0,96.0,567.0,204.0,70.0,-121.0,left calf injury,out for season,1,SG,SAC,30.0,193.04,88.45044
Kentavious Caldwell-Pope,2015,1189.0,170.0,110.0,24.0,121.0,158.0,290.0,236.0,54.0,202.0,152.0,459.0,151.0,1087.0,443.0,91.0,301.0,strained groin  / strained core muscle,CBC,3,SG,DET,23.0,195.58,92.98636
Kentavious Caldwell-Pope,2017,1020.0,125.0,95.0,15.0,108.0,172.0,310.0,255.0,55.0,198.0,157.0,456.0,147.0,920.0,358.0,78.0,-279.0,strained right Achilles,DTD,2,SG,LAL,25.0,195.58,92.98636
Kenyon Martin,2011,445.0,145.0,64.0,34.0,44.0,112.0,318.0,248.0,70.0,86.0,51.0,8.0,2.0,388.0,196.0,49.0,167.0,sore ribs,DNP,1,PF,LAC,34.0,205.74,108.86208
Kenyon Martin,2012,266.0,139.0,36.0,62.0,48.0,21.0,216.0,156.0,60.0,62.0,25.0,13.0,3.0,262.0,119.0,53.0,16.0,sore left knee  / sore right knee,P,7,PF,NYK,35.0,205.74,108.86208
Kenyon Martin,2013,274.0,158.0,38.0,52.0,48.0,53.0,241.0,168.0,73.0,75.0,36.0,1.0,0.0,216.0,119.0,53.0,75.0,sore left ankle,DNP,11,PF,NYK,36.0,205.74,102.0582
Kenyon Martin,2014,63.0,33.0,12.0,10.0,2.0,16.0,43.0,29.0,14.0,4.0,3.0,0.0,0.0,51.0,30.0,10.0,8.0,sprained left ankle,DTD,1,PF,MIL,37.0,205.74,102.0582
Kevin Durant,2013,2766.0,188.0,334.0,107.0,137.0,495.0,790.0,731.0,59.0,903.0,800.0,452.0,182.0,1802.0,892.0,98.0,652.0,sore shoulder,DNP,1,SF,OKC,25.0,205.74,108.86208
Kevin Durant,2014,2533.0,163.0,296.0,67.0,86.0,416.0,564.0,506.0,58.0,750.0,645.0,522.0,196.0,1698.0,846.0,81.0,427.0,fractured right toe,out indefinitely,8,SF,OKC,26.0,205.74,108.86208
Kevin Durant,2015,1232.0,72.0,133.0,55.0,44.0,206.0,337.0,314.0,23.0,300.0,259.0,278.0,113.0,839.0,430.0,48.0,404.0,strained left hamstring,DTD,6,SF,OKC,27.0,205.74,108.86208
Kevin Durant,2018,2727.0,184.0,294.0,112.0,74.0,549.0,717.0,669.0,48.0,688.0,618.0,548.0,215.0,1854.0,947.0,99.0,573.0,sprained right ankle,DTD,7,SF,GSW,30.0,205.74,108.86208
Kevin Garnett,2011,801.0,126.0,101.0,50.0,65.0,148.0,476.0,407.0,69.0,166.0,140.0,5.0,1.0,657.0,330.0,56.0,298.0,sore left hip,DNP,4,PF,BOS,36.0,210.82,114.75877
Kevin Garnett,2014,456.0,129.0,82.0,32.0,55.0,99.0,443.0,366.0,77.0,73.0,58.0,5.0,0.0,398.0,199.0,65.0,94.0,rest,DTD,7,PF,MIN,39.0,210.82,114.75877
Kevin Huerter,2018,282.0,78.0,52.0,16.0,28.0,84.0,111.0,83.0,28.0,26.0,19.0,143.0,55.0,258.0,104.0,40.0,-50.0,back injury,DTD,5,G,ATL,20.0,200.66,86.18248
Kevin Huerter,2019,678.0,136.0,102.0,21.0,61.0,212.0,218.0,175.0,43.0,66.0,52.0,333.0,122.0,614.0,252.0,63.0,-192.0,strained rotator cuff in left shoulder,out indefinitely,2,G,ATL,21.0,200.66,86.18248
Kevin Love,2010,1445.0,189.0,185.0,32.0,46.0,186.0,1063.0,722.0,341.0,456.0,387.0,206.0,80.0,1079.0,489.0,86.0,-375.0,strained left groin,DTD,5,PF,MIN,22.0,208.28,117.93392
Kevin Love,2011,911.0,89.0,92.0,17.0,32.0,123.0,676.0,484.0,192.0,342.0,280.0,132.0,53.0,592.0,289.0,45.0,-133.0,rib injury / flu,CBC,9,PF,MIN,23.0,208.28,117.93392
Kevin Love,2012,1677.0,179.0,156.0,35.0,59.0,141.0,932.0,664.0,268.0,554.0,442.0,362.0,123.0,1297.0,556.0,70.0,59.0,fractured right hand,out indefinitely,42,PF,MIN,24.0,208.28,117.93392
Kevin Love,2013,929.0,67.0,80.0,13.0,33.0,140.0,486.0,352.0,134.0,271.0,226.0,233.0,87.0,671.0,308.0,38.0,202.0,stiff neck,DNP,4,PF,MIN,25.0,208.28,110.222855
Kevin Love,2014,1811.0,164.0,185.0,39.0,61.0,298.0,901.0,724.0,177.0,587.0,481.0,475.0,174.0,1300.0,578.0,83.0,281.0,back spasms,DTD,9,PF,CLE,26.0,208.28,110.222855
Kevin Love,2015,1284.0,141.0,134.0,42.0,55.0,184.0,774.0,611.0,163.0,297.0,233.0,452.0,169.0,1023.0,441.0,80.0,498.0,bruised left quadriceps,DTD,7,PF,CLE,27.0,208.28,113.85159
Kevin Love,2016,1712.0,199.0,175.0,47.0,74.0,204.0,948.0,764.0,184.0,464.0,394.0,588.0,228.0,1292.0,545.0,100.0,695.0,rest,DTD,9,PF,CLE,28.0,208.28,113.85159
Kevin Love,2017,1532.0,198.0,161.0,39.0,72.0,171.0,919.0,718.0,201.0,383.0,332.0,519.0,202.0,1155.0,499.0,87.0,231.0,sore left hip,DTD,6,PF,CLE,29.0,208.28,113.85159
Kevin Martin,2012,1155.0,128.0,119.0,5.0,63.0,162.0,189.0,168.0,21.0,310.0,276.0,367.0,145.0,845.0,367.0,71.0,199.0,bruised right quadriceps,DNP,4,SG,OKC,30.0,200.66,83.91452
Kevin Martin,2013,1412.0,156.0,131.0,10.0,85.0,143.0,245.0,201.0,44.0,337.0,300.0,440.0,178.0,1097.0,467.0,92.0,338.0,flu,DNP,8,SG,MIN,31.0,200.66,89.35762
Kevin Martin,2015,960.0,102.0,88.0,2.0,43.0,117.0,171.0,150.0,21.0,271.0,239.0,222.0,79.0,810.0,321.0,61.0,-272.0,wrist injury,DTD,5,SG,SAS,33.0,200.66,90.26481
Kevin Porter Jr.,2019,290.0,89.0,62.0,5.0,29.0,67.0,109.0,96.0,13.0,55.0,41.0,100.0,29.0,262.0,110.0,35.0,-212.0,sprained left knee,out indefinitely,3,G-F,CLE,20.0,193.04,92.07918
Kevin Seraphin,2010,34.0,42.0,16.0,10.0,3.0,3.0,44.0,16.0,28.0,10.0,6.0,0.0,0.0,43.0,14.0,16.0,-26.0,placed on IL,P,1,PF,WAS,21.0,205.74,124.7378
Kevin Seraphin,2011,130.0,101.0,37.0,20.0,15.0,8.0,121.0,62.0,59.0,29.0,20.0,0.0,0.0,118.0,55.0,50.0,-172.0,dental procedure,DNP,1,PF,WAS,22.0,205.74,124.7378
Kevin Seraphin,2014,419.0,163.0,70.0,39.0,4.0,40.0,225.0,146.0,79.0,67.0,49.0,0.0,0.0,360.0,185.0,73.0,-120.0,sprained right ankle,DTD,2,PF,WAS,25.0,208.28,126.09858
Kevin Seraphin,2015,449.0,169.0,91.0,60.0,16.0,69.0,268.0,191.0,77.0,66.0,49.0,2.0,0.0,431.0,200.0,81.0,-124.0,sore right knee,DTD,3,PF,NYK,26.0,208.28,126.09858
Kevin Seraphin,2016,162.0,60.0,30.0,31.0,8.0,28.0,134.0,95.0,39.0,14.0,10.0,2.0,0.0,176.0,76.0,45.0,-85.0,sore left knee,DTD,6,PF,IND,27.0,208.28,126.09858
Kevon Looney,2018,557.0,228.0,56.0,76.0,57.0,127.0,459.0,259.0,200.0,133.0,73.0,15.0,2.0,401.0,241.0,101.0,253.0,pelvic injury,DTD,4,PF,GSW,23.0,205.74,99.79024
Keyon Dooling,2010,565.0,126.0,96.0,3.0,54.0,229.0,88.0,78.0,10.0,110.0,90.0,235.0,85.0,501.0,195.0,82.0,-60.0,flu,DNP,2,PG,MIL,31.0,190.5,88.45044
Keyon Dooling,2012,200.0,74.0,28.0,6.0,18.0,57.0,49.0,45.0,4.0,19.0,10.0,95.0,32.0,190.0,79.0,62.0,-115.0,strained neck,DNP,1,PG,MEM,33.0,190.5,88.45044
Khris Middleton,2014,971.0,238.0,129.0,18.0,96.0,164.0,308.0,247.0,61.0,137.0,113.0,295.0,118.0,852.0,370.0,87.0,-256.0,sore right knee,DNP,2,SG,MIL,23.0,200.66,102.0582
Khris Middleton,2015,1489.0,257.0,146.0,16.0,142.0,281.0,388.0,339.0,49.0,253.0,225.0,394.0,164.0,1199.0,550.0,95.0,108.0,strained left thigh,DTD,3,SG,MIL,24.0,203.2,106.140526
Khris Middleton,2018,1766.0,275.0,211.0,25.0,124.0,343.0,494.0,449.0,45.0,376.0,328.0,497.0,196.0,1338.0,621.0,91.0,348.0,right finger injury,DTD,2,SG,MIL,27.0,203.2,100.697426
Khris Middleton,2019,1666.0,205.0,200.0,10.0,79.0,388.0,538.0,467.0,71.0,294.0,251.0,497.0,195.0,1325.0,610.0,91.0,740.0,left thigh injury,DTD,4,SG,MIL,28.0,200.66,100.697426
Khyri Thomas,2018,11.0,3.0,3.0,0.0,1.0,4.0,9.0,6.0,3.0,3.0,1.0,7.0,2.0,12.0,4.0,7.0,-6.0,sore lower back,DTD,1,G,DET,23.0,190.5,95.25432
Kirk Hinrich,2011,461.0,127.0,69.0,17.0,44.0,154.0,100.0,91.0,9.0,49.0,40.0,137.0,61.0,403.0,180.0,48.0,-232.0,surgery on left shoulder,out indefinitely,2,SG,ATL,31.0,193.04,86.18248
Kirk Hinrich,2013,578.0,211.0,121.0,28.0,81.0,339.0,196.0,177.0,19.0,141.0,106.0,224.0,82.0,521.0,195.0,69.0,64.0,strained back,DNP,6,SG,CHI,33.0,193.04,86.18248
Klay Thompson,2014,1726.0,210.0,159.0,57.0,89.0,235.0,287.0,255.0,32.0,253.0,213.0,582.0,247.0,1422.0,633.0,91.0,695.0,sprained right hand,DTD,3,SG,GSW,25.0,200.66,97.52228
Klay Thompson,2015,2142.0,213.0,199.0,82.0,86.0,263.0,349.0,308.0,41.0,320.0,270.0,739.0,318.0,1672.0,777.0,105.0,945.0,sore back,DTD,2,SG,GSW,26.0,200.66,97.52228
Klay Thompson,2018,1993.0,187.0,160.0,45.0,93.0,215.0,389.0,346.0,43.0,186.0,152.0,703.0,281.0,1676.0,780.0,99.0,385.0,illness,DTD,7,SG,GSW,29.0,200.66,97.52228
Kobe Bryant,2011,1620.0,140.0,201.0,14.0,79.0,311.0,326.0,264.0,62.0,448.0,369.0,273.0,85.0,1285.0,583.0,65.0,338.0,bruised left shin,DNP,8,SG,LAL,33.0,198.12,92.98636
Kobe Bryant,2012,2853.0,213.0,336.0,29.0,127.0,448.0,521.0,411.0,110.0,811.0,687.0,516.0,170.0,2240.0,998.0,100.0,225.0,sprained left ankle,out indefinitely,6,SG,LAL,34.0,198.12,92.98636
Kobe Bryant,2014,812.0,71.0,129.0,6.0,52.0,174.0,175.0,148.0,27.0,271.0,215.0,163.0,47.0,727.0,275.0,35.0,-283.0,general soreness / rest,DTD,7,SG,LAL,36.0,198.12,96.16151
Kosta Koufos,2015,606.0,204.0,68.0,76.0,43.0,35.0,561.0,359.0,202.0,124.0,76.0,0.0,0.0,511.0,265.0,98.0,-80.0,illness,DTD,3,C,SAC,27.0,213.36,120.20188
Kosta Koufos,2016,507.0,185.0,63.0,62.0,38.0,45.0,445.0,279.0,166.0,81.0,39.0,1.0,0.0,425.0,234.0,85.0,-130.0,rest,DTD,5,C,SAC,28.0,213.36,120.20188
Kostas Antetokounmpo,2018,11.0,3.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,8.0,5.0,0.0,0.0,3.0,3.0,3.0,-7.0,illness,DTD,3,F,DAL,21.0,208.28,90.7184
Kostas Papanikolaou,2014,198.0,72.0,51.0,16.0,25.0,84.0,112.0,75.0,37.0,34.0,24.0,104.0,28.0,209.0,73.0,31.0,-23.0,strained right knee,DTD,5,SF,HOU,24.0,203.2,106.59412
Kostas Papanikolaou,2015,111.0,46.0,42.0,8.0,25.0,37.0,72.0,55.0,17.0,18.0,12.0,66.0,19.0,117.0,40.0,52.0,-24.0,sprained left ankle,DTD,1,SF,DEN,25.0,203.2,106.59412
Kris Dunn,2016,166.0,90.0,58.0,13.0,47.0,107.0,97.0,82.0,15.0,51.0,32.0,41.0,10.0,187.0,62.0,40.0,-90.0,right hand injury,DTD,1,PG,MIN,23.0,193.04,92.98636
Kris Dunn,2017,596.0,221.0,145.0,37.0,109.0,307.0,245.0,212.0,33.0,80.0,52.0,120.0,38.0,607.0,253.0,79.0,-196.0,dislocated left index finger,out indefinitely,7,PG,CHI,24.0,193.04,95.25432
Kris Dunn,2018,473.0,129.0,104.0,21.0,64.0,209.0,153.0,147.0,6.0,82.0,66.0,81.0,25.0,428.0,191.0,37.0,-219.0,sprained MCL in left knee,out indefinitely,6,PG,CHI,25.0,193.04,92.98636
Kris Dunn,2019,631.0,249.0,132.0,30.0,139.0,334.0,268.0,233.0,35.0,77.0,59.0,164.0,48.0,635.0,262.0,74.0,-194.0,sprained MCL in right knee,out for season,1,PG,CHI,26.0,190.5,92.98636
Kris Humphries,2010,651.0,191.0,94.0,78.0,49.0,61.0,620.0,443.0,177.0,214.0,149.0,1.0,0.0,529.0,251.0,87.0,-351.0,sprained ankle,out for season,1,PF,NJN,26.0,205.74,106.59412
Kris Humphries,2013,428.0,131.0,69.0,40.0,18.0,39.0,327.0,217.0,110.0,107.0,86.0,2.0,0.0,349.0,171.0,77.0,-54.0,bruised right knee,DNP,8,PF,BOS,29.0,205.74,106.59412
Kris Humphries,2014,668.0,167.0,71.0,61.0,43.0,79.0,486.0,332.0,154.0,168.0,130.0,6.0,0.0,567.0,269.0,76.0,-233.0,sore lower back,DTD,3,PF,WAS,30.0,205.74,106.59412
Kris Humphries,2015,489.0,116.0,47.0,23.0,23.0,47.0,389.0,285.0,104.0,102.0,85.0,87.0,30.0,417.0,187.0,66.0,-151.0,sprained left ankle,DTD,4,PF,ATL,31.0,205.74,106.59412
Kris Humphries,2016,361.0,100.0,40.0,32.0,19.0,43.0,231.0,158.0,73.0,100.0,81.0,90.0,26.0,302.0,127.0,62.0,-46.0,neck spasms,DTD,1,PF,ATL,32.0,205.74,106.59412
Kris Joseph,2012,42.0,6.0,7.0,1.0,2.0,4.0,18.0,10.0,8.0,23.0,15.0,8.0,1.0,35.0,13.0,12.0,-2.0,sprained right ankle,DNP,1,SF,BKN,24.0,200.66,95.25432
Kristaps Porzingis,2015,458.0,100.0,65.0,70.0,26.0,47.0,285.0,206.0,79.0,101.0,87.0,96.0,31.0,406.0,170.0,36.0,39.0,upper respiratory illness,DTD,4,PF,NYK,20.0,220.98,108.86208
Kristaps Porzingis,2016,1320.0,240.0,125.0,139.0,58.0,105.0,542.0,418.0,124.0,291.0,235.0,344.0,127.0,1087.0,479.0,77.0,-47.0,sore left groin,DTD,11,PF,NYK,21.0,220.98,108.86208
Kurt Thomas,2010,258.0,199.0,62.0,53.0,33.0,59.0,341.0,234.0,107.0,26.0,22.0,0.0,0.0,252.0,118.0,73.0,48.0,placed on IL,P,1,C,CHI,38.0,205.74,104.32616
Kwame Brown,2012,98.0,45.0,15.0,8.0,9.0,12.0,96.0,65.0,31.0,41.0,18.0,0.0,0.0,73.0,40.0,23.0,-96.0,strained left calf,DNP,7,C,PHI,31.0,210.82,131.54169
Ky Bowman,2019,257.0,69.0,38.0,5.0,26.0,97.0,89.0,71.0,18.0,26.0,24.0,82.0,29.0,239.0,102.0,35.0,-59.0,sprained right ankle,DTD,2,G,GSW,23.0,185.42,84.8217
Kyle Alexander,2019,0.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-10.0,right knee injury,DTD,1,F-C,MIA,23.0,208.28,97.97587
Kyle Anderson,2015,147.0,47.0,26.0,16.0,24.0,53.0,98.0,89.0,9.0,46.0,28.0,13.0,5.0,127.0,57.0,49.0,80.0,illness,DTD,1,SF,SAS,22.0,205.74,104.32616
Kyle Anderson,2019,245.0,70.0,43.0,26.0,24.0,98.0,180.0,135.0,45.0,54.0,34.0,33.0,7.0,214.0,102.0,39.0,-113.0,right heel injury,DTD,3,SF,MEM,26.0,205.74,104.32616
Kyle Korver,2011,541.0,144.0,53.0,15.0,24.0,97.0,114.0,107.0,7.0,55.0,49.0,252.0,108.0,449.0,192.0,73.0,217.0,rest,DNP,1,SG,CHI,31.0,200.66,96.16151
Kyle Korver,2013,1040.0,205.0,108.0,42.0,79.0,204.0,352.0,329.0,23.0,97.0,85.0,510.0,235.0,761.0,360.0,90.0,215.0,bruised ribs,DNP,8,SG,ATL,33.0,200.66,96.16151
Kyle Korver,2016,880.0,173.0,108.0,37.0,69.0,183.0,278.0,264.0,14.0,67.0,59.0,459.0,195.0,694.0,313.0,93.0,248.0,rest,DTD,6,SG,CLE,36.0,200.66,96.16151
Kyle Korver,2017,891.0,147.0,68.0,28.0,38.0,101.0,213.0,199.0,14.0,71.0,65.0,504.0,220.0,662.0,303.0,96.0,214.0,sore right foot,DTD,2,SG,CLE,37.0,200.66,96.16151
Kyle Korver,2018,769.0,163.0,71.0,31.0,36.0,99.0,200.0,188.0,12.0,88.0,76.0,431.0,185.0,574.0,254.0,93.0,108.0,sore right foot,DTD,3,SG,UTA,38.0,200.66,96.16151
Kyle Kuzma,2018,1422.0,186.0,158.0,43.0,60.0,182.0,498.0,440.0,58.0,252.0,184.0,499.0,164.0,1193.0,537.0,86.0,-9.0,bruised lower back,DTD,6,F,LAL,23.0,205.74,99.79024
Kyle Kuzma,2019,902.0,125.0,101.0,18.0,28.0,104.0,246.0,199.0,47.0,175.0,127.0,315.0,101.0,773.0,337.0,57.0,-24.0,stress reaction in left ankle/foot,out indefinitely,3,F,LAL,24.0,203.2,100.243835
Kyle Lowry,2011,784.0,142.0,101.0,15.0,60.0,357.0,224.0,163.0,61.0,187.0,154.0,278.0,100.0,615.0,265.0,53.0,225.0,bruised right foot,DTD,8,PG,HOU,26.0,182.88,92.98636
Kyle Lowry,2015,1423.0,232.0,217.0,25.0,146.0,475.0,373.0,315.0,58.0,361.0,304.0,514.0,185.0,1179.0,467.0,80.0,167.0,rest,DTD,4,PG,TOR,30.0,182.88,92.98636
Kyle Lowry,2018,1359.0,225.0,216.0,32.0,102.0,686.0,411.0,355.0,56.0,276.0,230.0,614.0,235.0,1019.0,447.0,87.0,505.0,sore back,DTD,7,PG,TOR,33.0,185.42,88.90403
Kyle Lowry,2019,1344.0,263.0,232.0,33.0,109.0,606.0,407.0,347.0,60.0,331.0,277.0,603.0,219.0,1021.0,424.0,83.0,466.0,fractured left thumb,out indefinitely,5,PG,TOR,34.0,182.88,88.90403
Kyle O'Quinn,2013,322.0,151.0,63.0,41.0,15.0,73.0,297.0,208.0,89.0,57.0,36.0,1.0,0.0,282.0,143.0,69.0,-48.0,sprained right ankle,DNP,4,C,ORL,24.0,208.28,113.398
Kyle O'Quinn,2018,369.0,118.0,60.0,75.0,25.0,110.0,315.0,233.0,82.0,75.0,61.0,18.0,4.0,278.0,152.0,61.0,-30.0,illness,DTD,1,C,IND,29.0,208.28,113.398
Kyle Singler,2015,318.0,133.0,55.0,18.0,45.0,62.0,158.0,133.0,25.0,46.0,31.0,173.0,61.0,329.0,113.0,78.0,10.0,sore lower back,DTD,3,SF,OKC,28.0,203.2,103.418976
Kyle Wiltjer,2016,50.0,7.0,6.0,3.0,0.0,2.0,20.0,13.0,7.0,4.0,3.0,29.0,11.0,43.0,18.0,14.0,-27.0,placed on IL,out for season,1,PF,HOU,24.0,208.28,108.86208
Kyrie Irving,2011,72.0,9.0,12.0,1.0,8.0,24.0,20.0,17.0,3.0,28.0,23.0,14.0,1.0,66.0,24.0,5.0,-16.0,concussion,DNP,16,PG,CLE,20.0,190.5,86.63607
Kyrie Irving,2012,1479.0,170.0,242.0,26.0,84.0,391.0,274.0,214.0,60.0,325.0,278.0,298.0,119.0,1169.0,541.0,75.0,-170.0,fractured left index finger,out indefinitely,8,PG,CLE,21.0,190.5,86.63607
Kyrie Irving,2013,1669.0,176.0,234.0,32.0,107.0,462.0,250.0,206.0,44.0,372.0,322.0,363.0,137.0,1383.0,605.0,77.0,-296.0,bruised left knee,DTD,4,PG,CLE,22.0,190.5,87.54326
Kyrie Irving,2019,1335.0,147.0,142.0,29.0,75.0,385.0,268.0,225.0,43.0,235.0,213.0,365.0,134.0,1078.0,494.0,55.0,62.0,right shoulder injury,out indefinitely,7,PG,BKN,28.0,187.96,88.45044
Kyrylo Fesenko,2010,210.0,146.0,45.0,33.0,3.0,36.0,168.0,115.0,53.0,103.0,40.0,2.0,0.0,172.0,85.0,69.0,121.0,stomach illness,DNP,12,C,UTA,24.0,215.9,127.00576
Kyrylo Fesenko,2011,52.0,44.0,19.0,7.0,4.0,7.0,54.0,36.0,18.0,19.0,10.0,0.0,0.0,50.0,21.0,29.0,-27.0,stomach flu,DNP,1,C,IND,25.0,215.9,127.00576
LaMarcus Aldridge,2010,1734.0,284.0,148.0,95.0,93.0,182.0,727.0,461.0,266.0,440.0,330.0,21.0,4.0,1438.0,700.0,91.0,220.0,rest,DNP,1,PF,POR,25.0,210.82,108.86208
LaMarcus Aldridge,2011,1332.0,146.0,109.0,63.0,62.0,128.0,507.0,322.0,185.0,322.0,257.0,14.0,1.0,1061.0,537.0,58.0,199.0,underwent procedure on heart for Wolff-Parkinson-White Syndrome,irregular heartbeat,13,PF,POR,26.0,210.82,108.86208
LaMarcus Aldridge,2012,1791.0,232.0,173.0,85.0,76.0,195.0,679.0,469.0,210.0,423.0,347.0,19.0,2.0,1451.0,721.0,85.0,143.0,sore back,DNP,5,PF,POR,27.0,210.82,108.86208
LaMarcus Aldridge,2013,1806.0,182.0,152.0,91.0,65.0,230.0,833.0,636.0,197.0,389.0,310.0,11.0,2.0,1547.0,747.0,83.0,160.0,strained left groin,DNP,9,PF,POR,28.0,210.82,108.86208
LaMarcus Aldridge,2017,1875.0,221.0,142.0,117.0,56.0,190.0,756.0,484.0,272.0,398.0,326.0,114.0,37.0,1572.0,756.0,99.0,219.0,rest,DTD,8,PF,SAS,32.0,210.82,117.93392
LaMarcus Aldridge,2019,1746.0,191.0,130.0,133.0,50.0,209.0,722.0,497.0,225.0,379.0,321.0,102.0,37.0,1333.0,694.0,84.0,-6.0,right thigh injury,DTD,5,PF,SAS,34.0,210.82,113.398
Lamar Odom,2011,815.0,158.0,91.0,39.0,33.0,170.0,487.0,369.0,118.0,179.0,122.0,163.0,57.0,676.0,318.0,65.0,135.0,stomach ailment,DNP,2,PF,DAL,32.0,208.28,104.32616
